Dist    Strength    Reserved    TS          
5439    69          0           15:42:58.858   
5439    69          0           15:42:58.870   
5439    69          0           15:42:58.870   
5439    69          0           15:42:58.891   
5439    69          0           15:42:58.891   
5439    70          0           15:42:58.903   
5439    69          0           15:42:58.915   
5439    69          0           15:42:58.927   
5439    69          0           15:42:58.939   
5439    70          0           15:42:58.939   
5439    69          0           15:42:58.957   
5439    69          0           15:42:58.969   
5439    70          0           15:42:58.969   
5439    69          0           15:42:58.987   
5439    69          0           15:42:58.999   
5439    69          0           15:42:58.999   
5439    69          0           15:42:59.17    
5439    69          0           15:42:59.29    
5439    69          0           15:42:59.29    
5439    69          0           15:42:59.47    
5439    69          0           15:42:59.59    
5439    69          0           15:42:59.59    
5439    69          0           15:42:59.83    
5439    69          0           15:42:59.83    
5439    69          0           15:42:59.95    
5439    69          0           15:42:59.107   
5439    69          0           15:42:59.119   
5439    70          0           15:42:59.119   
5439    69          0           15:42:59.137   
5439    69          0           15:42:59.149   
5439    69          0           15:42:59.149   
5439    69          0           15:42:59.173   
5439    69          0           15:42:59.173   
5439    69          0           15:42:59.185   
5439    69          0           15:42:59.197   
5439    69          0           15:42:59.209   
5439    69          0           15:42:59.209   
5439    69          0           15:42:59.226   
5439    69          0           15:42:59.238   
5439    69          0           15:42:59.238   
5439    69          0           15:42:59.256   
5439    69          0           15:42:59.274   
5439    69          0           15:42:59.275   
5439    70          0           15:42:59.286   
5439    70          0           15:42:59.298   
5439    70          0           15:42:59.298   
5439    70          0           15:42:59.316   
5439    69          0           15:42:59.328   
5439    70          0           15:42:59.328   
5439    69          0           15:42:59.346   
5439    70          0           15:42:59.364   
5439    69          0           15:42:59.364   
5439    70          0           15:42:59.376   
5439    70          0           15:42:59.388   
5439    69          0           15:42:59.388   
5439    69          0           15:42:59.406   
5439    69          0           15:42:59.418   
5439    69          0           15:42:59.418   
5439    69          0           15:42:59.437   
5440    69          0           15:42:59.455   
5440    69          0           15:42:59.455   
5440    69          0           15:42:59.467   
5439    69          0           15:42:59.479   
5440    70          0           15:42:59.479   
5439    69          0           15:42:59.497   
5439    69          0           15:42:59.509   
5439    69          0           15:42:59.509   
5439    69          0           15:42:59.527   
5439    69          0           15:42:59.539   
5439    69          0           15:42:59.539   
5439    69          0           15:42:59.556   
5439    69          0           15:42:59.568   
5438    69          0           15:42:59.569   
5438    69          0           15:42:59.586   
5438    69          0           15:42:59.598   
5438    69          0           15:42:59.598   
5439    69          0           15:42:59.616   
5438    69          0           15:42:59.628   
5438    69          0           15:42:59.628   
5438    69          0           15:42:59.646   
5439    69          0           15:42:59.658   
5439    69          0           15:42:59.658   
5439    69          0           15:42:59.677   
5439    69          0           15:42:59.688   
5439    69          0           15:42:59.688   
5439    70          0           15:42:59.704   
5439    69          0           15:42:59.716   
5439    69          0           15:42:59.734   
5439    69          0           15:42:59.734   
5439    70          0           15:42:59.746   
5439    69          0           15:42:59.764   
5439    69          0           15:42:59.765   
5439    70          0           15:42:59.778   
5439    69          0           15:42:59.789   
5439    69          0           15:42:59.789   
5439    70          0           15:42:59.807   
5439    69          0           15:42:59.819   
5439    69          0           15:42:59.819   
5439    69          0           15:42:59.837   
5439    69          0           15:42:59.849   
5439    69          0           15:42:59.849   
5439    69          0           15:42:59.867   
5439    69          0           15:42:59.879   
5439    68          0           15:42:59.879   
5439    69          0           15:42:59.897   
5439    69          0           15:42:59.909   
5439    69          0           15:42:59.909   
5439    70          0           15:42:59.933   
5439    69          0           15:42:59.933   
5439    69          0           15:42:59.945   
5439    70          0           15:42:59.957   
5439    69          0           15:42:59.969   
5439    70          0           15:42:59.969   
5439    69          0           15:42:59.987   
5439    69          0           15:42:59.999   
5439    69          0           15:42:59.999   
5439    69          0           15:43:00.22    
5439    69          0           15:43:00.22    
5439    69          0           15:43:00.34    
5439    69          0           15:43:00.46    
5439    69          0           15:43:00.58    
5438    69          0           15:43:00.58    
5438    69          0           15:43:00.76    
5438    70          0           15:43:00.88    
5438    69          0           15:43:00.88    
5438    70          0           15:43:00.112   
5439    70          0           15:43:00.112   
5439    69          0           15:43:00.124   
5439    69          0           15:43:00.136   
5439    69          0           15:43:00.148   
5439    69          0           15:43:00.148   
5439    69          0           15:43:00.166   
5439    69          0           15:43:00.179   
5439    69          0           15:43:00.179   
5439    69          0           15:43:00.197   
5439    69          0           15:43:00.215   
5438    69          0           15:43:00.215   
5438    70          0           15:43:00.227   
5438    69          0           15:43:00.239   
5439    69          0           15:43:00.239   
5439    69          0           15:43:00.257   
5439    70          0           15:43:00.269   
5439    69          0           15:43:00.269   
5439    70          0           15:43:00.287   
5439    70          0           15:43:00.305   
5439    69          0           15:43:00.305   
5439    70          0           15:43:00.317   
5439    69          0           15:43:00.329   
5439    70          0           15:43:00.329   
5439    69          0           15:43:00.347   
5439    69          0           15:43:00.359   
5439    69          0           15:43:00.359   
5439    69          0           15:43:00.377   
5439    69          0           15:43:00.395   
5439    70          0           15:43:00.395   
5439    69          0           15:43:00.407   
5439    69          0           15:43:00.419   
5439    69          0           15:43:00.419   
5439    70          0           15:43:00.437   
5439    69          0           15:43:00.449   
5439    69          0           15:43:00.449   
5439    69          0           15:43:00.467   
5439    69          0           15:43:00.479   
5439    69          0           15:43:00.479   
5439    69          0           15:43:00.497   
5439    69          0           15:43:00.509   
5439    69          0           15:43:00.509   
5439    69          0           15:43:00.527   
5439    69          0           15:43:00.539   
5439    69          0           15:43:00.539   
5439    69          0           15:43:00.557   
5439    69          0           15:43:00.569   
5439    69          0           15:43:00.569   
5439    70          0           15:43:00.593   
5439    69          0           15:43:00.593   
5439    69          0           15:43:00.605   
5439    70          0           15:43:00.617   
5439    69          0           15:43:00.629   
5439    69          0           15:43:00.629   
5439    69          0           15:43:00.647   
5439    69          0           15:43:00.659   
5439    69          0           15:43:00.659   
5439    69          0           15:43:00.683   
5439    69          0           15:43:00.683   
5439    69          0           15:43:00.695   
5439    69          0           15:43:00.707   
5439    69          0           15:43:00.719   
5439    69          0           15:43:00.719   
5439    70          0           15:43:00.737   
5439    69          0           15:43:00.749   
5439    69          0           15:43:00.749   
5439    69          0           15:43:00.773   
5439    69          0           15:43:00.773   
5439    69          0           15:43:00.786   
5439    70          0           15:43:00.797   
5439    69          0           15:43:00.820   
5439    70          0           15:43:00.820   
5439    69          0           15:43:00.827   
5439    70          0           15:43:00.839   
5439    69          0           15:43:00.839   
5439    69          0           15:43:00.857   
5439    69          0           15:43:00.875   
5439    69          0           15:43:00.875   
5439    69          0           15:43:00.887   
5439    69          0           15:43:00.899   
5439    69          0           15:43:00.899   
5439    70          0           15:43:00.917   
5439    69          0           15:43:00.929   
5439    69          0           15:43:00.929   
5439    69          0           15:43:00.947   
5439    69          0           15:43:00.965   
5439    69          0           15:43:00.965   
5439    69          0           15:43:00.977   
5439    69          0           15:43:00.989   
5439    69          0           15:43:00.989   
5439    69          0           15:43:01.7     
5439    70          0           15:43:01.19    
5439    70          0           15:43:01.19    
5439    70          0           15:43:01.37    
5439    70          0           15:43:01.55    
5439    69          0           15:43:01.55    
5438    70          0           15:43:01.67    
5438    69          0           15:43:01.79    
5438    69          0           15:43:01.79    
5439    69          0           15:43:01.97    
5439    69          0           15:43:01.109   
5439    69          0           15:43:01.109   
5438    70          0           15:43:01.127   
5439    69          0           15:43:01.139   
5439    69          0           15:43:01.139   
5439    69          0           15:43:01.157   
5439    69          0           15:43:01.169   
5439    69          0           15:43:01.170   
5439    69          0           15:43:01.187   
5439    69          0           15:43:01.199   
5439    69          0           15:43:01.199   
5439    69          0           15:43:01.217   
5439    70          0           15:43:01.229   
5439    70          0           15:43:01.229   
5439    69          0           15:43:01.253   
5439    69          0           15:43:01.253   
5439    69          0           15:43:01.265   
5439    69          0           15:43:01.277   
5439    69          0           15:43:01.289   
5439    69          0           15:43:01.289   
5439    69          0           15:43:01.307   
5439    70          0           15:43:01.319   
5439    69          0           15:43:01.319   
5439    69          0           15:43:01.343   
5439    69          0           15:43:01.343   
5439    69          0           15:43:01.355   
5439    69          0           15:43:01.367   
5439    69          0           15:43:01.379   
5439    69          0           15:43:01.379   
5439    69          0           15:43:01.397   
5439    69          0           15:43:01.409   
5439    69          0           15:43:01.409   
5439    69          0           15:43:01.433   
5439    70          0           15:43:01.433   
5439    69          0           15:43:01.445   
5439    69          0           15:43:01.457   
5439    69          0           15:43:01.469   
5439    69          0           15:43:01.469   
5439    69          0           15:43:01.487   
5439    69          0           15:43:01.499   
5439    69          0           15:43:01.499   
5439    69          0           15:43:01.523   
5439    69          0           15:43:01.523   
5439    69          0           15:43:01.535   
5439    70          0           15:43:01.547   
5439    70          0           15:43:01.559   
5439    69          0           15:43:01.559   
5439    69          0           15:43:01.577   
5439    69          0           15:43:01.589   
5439    69          0           15:43:01.589   
5439    69          0           15:43:01.604   
5439    69          0           15:43:01.622   
5439    70          0           15:43:01.622   
5439    69          0           15:43:01.634   
5439    69          0           15:43:01.646   
5439    69          0           15:43:01.658   
5439    69          0           15:43:01.670   
5439    69          0           15:43:01.670   
5439    69          0           15:43:01.688   
5439    69          0           15:43:01.700   
5439    69          0           15:43:01.700   
5439    70          0           15:43:01.718   
5439    69          0           15:43:01.730   
5439    69          0           15:43:01.730   
5439    69          0           15:43:01.748   
5439    69          0           15:43:01.760   
5439    69          0           15:43:01.760   
5439    70          0           15:43:01.778   
5439    70          0           15:43:01.790   
5439    69          0           15:43:01.790   
5439    69          0           15:43:01.814   
5439    69          0           15:43:01.814   
5439    69          0           15:43:01.826   
5439    69          0           15:43:01.838   
5439    70          0           15:43:01.850   
5439    69          0           15:43:01.850   
5439    69          0           15:43:01.868   
5439    69          0           15:43:01.880   
5439    70          0           15:43:01.880   
5439    69          0           15:43:01.904   
5439    69          0           15:43:01.904   
5439    69          0           15:43:01.916   
5439    69          0           15:43:01.928   
5439    69          0           15:43:01.940   
5439    70          0           15:43:01.940   
5439    69          0           15:43:01.958   
5439    69          0           15:43:01.970   
5439    70          0           15:43:01.970   
5439    69          0           15:43:01.994   
5439    69          0           15:43:01.994   
5439    69          0           15:43:02.6     
5439    69          0           15:43:02.18    
5439    69          0           15:43:02.30    
