Dist    Strength    Reserved    TS          
2175    484         0           15:44:34.12    
2178    476         0           15:44:34.30    
2182    479         0           15:44:34.42    
2186    467         0           15:44:34.42    
2190    478         0           15:44:34.60    
2193    471         0           15:44:34.78    
2198    484         0           15:44:34.78    
2199    473         0           15:44:34.90    
2204    468         0           15:44:34.102   
2207    466         0           15:44:34.102   
2212    473         0           15:44:34.120   
2215    470         0           15:44:34.132   
2219    466         0           15:44:34.132   
2221    466         0           15:44:34.150   
2226    460         0           15:44:34.162   
2230    462         0           15:44:34.162   
2233    464         0           15:44:34.180   
2236    466         0           15:44:34.192   
2240    464         0           15:44:34.192   
2244    464         0           15:44:34.210   
2248    458         0           15:44:34.222   
2252    457         0           15:44:34.222   
2256    462         0           15:44:34.240   
2260    460         0           15:44:34.252   
2264    459         0           15:44:34.253   
2268    459         0           15:44:34.276   
2271    460         0           15:44:34.276   
2275    458         0           15:44:34.288   
2279    449         0           15:44:34.300   
2283    453         0           15:44:34.312   
2286    451         0           15:44:34.312   
2291    447         0           15:44:34.330   
2294    448         0           15:44:34.342   
2298    453         0           15:44:34.342   
2302    448         0           15:44:34.366   
2305    449         0           15:44:34.366   
2310    454         0           15:44:34.378   
2314    456         0           15:44:34.390   
2318    442         0           15:44:34.402   
2322    452         0           15:44:34.402   
2325    453         0           15:44:34.420   
2331    447         0           15:44:34.432   
2332    459         0           15:44:34.432   
2337    450         0           15:44:34.456   
2341    455         0           15:44:34.456   
2345    449         0           15:44:34.468   
2350    452         0           15:44:34.480   
2353    451         0           15:44:34.492   
2357    451         0           15:44:34.492   
2360    454         0           15:44:34.510   
2365    452         0           15:44:34.522   
2368    445         0           15:44:34.522   
2373    446         0           15:44:34.540   
2376    449         0           15:44:34.558   
2380    444         0           15:44:34.558   
2384    446         0           15:44:34.570   
2388    448         0           15:44:34.582   
2393    439         0           15:44:34.582   
2395    437         0           15:44:34.600   
2399    436         0           15:44:34.612   
2403    431         0           15:44:34.612   
2407    441         0           15:44:34.630   
2410    444         0           15:44:34.648   
2415    434         0           15:44:34.648   
2417    434         0           15:44:34.660   
2422    424         0           15:44:34.672   
2428    423         0           15:44:34.672   
2431    424         0           15:44:34.690   
2434    424         0           15:44:34.702   
2438    429         0           15:44:34.702   
2442    430         0           15:44:34.720   
2446    434         0           15:44:34.738   
2451    426         0           15:44:34.738   
2454    423         0           15:44:34.750   
2458    424         0           15:44:34.762   
2463    423         0           15:44:34.762   
2466    421         0           15:44:34.780   
2470    416         0           15:44:34.792   
2474    422         0           15:44:34.792   
2478    414         0           15:44:34.810   
2481    420         0           15:44:34.822   
2485    421         0           15:44:34.822   
2489    410         0           15:44:34.840   
2494    416         0           15:44:34.852   
2497    419         0           15:44:34.852   
2501    418         0           15:44:34.870   
2505    421         0           15:44:34.882   
2509    418         0           15:44:34.882   
2514    402         0           15:44:34.900   
2518    398         0           15:44:34.912   
2522    415         0           15:44:34.912   
2526    399         0           15:44:34.930   
2529    410         0           15:44:34.942   
2532    404         0           15:44:34.942   
2539    401         0           15:44:34.960   
2541    408         0           15:44:34.972   
2545    411         0           15:44:34.972   
2550    404         0           15:44:34.990   
2553    403         0           15:44:35.2     
2558    387         0           15:44:35.2     
2562    396         0           15:44:35.26    
2566    399         0           15:44:35.26    
2571    411         0           15:44:35.38    
2572    398         0           15:44:35.50    
2577    396         0           15:44:35.64    
2582    395         0           15:44:35.64    
2587    394         0           15:44:35.80    
2590    392         0           15:44:35.92    
2594    393         0           15:44:35.92    
2597    384         0           15:44:35.116   
2601    382         0           15:44:35.116   
2605    393         0           15:44:35.128   
2610    381         0           15:44:35.140   
2613    382         0           15:44:35.152   
2616    378         0           15:44:35.152   
2622    379         0           15:44:35.170   
2625    377         0           15:44:35.182   
2628    368         0           15:44:35.182   
2633    366         0           15:44:35.200   
2637    368         0           15:44:35.218   
2642    365         0           15:44:35.218   
2645    360         0           15:44:35.230   
2648    362         0           15:44:35.242   
2653    370         0           15:44:35.242   
2657    354         0           15:44:35.260   
2661    360         0           15:44:35.272   
2664    349         0           15:44:35.272   
2670    346         0           15:44:35.290   
2672    352         0           15:44:35.307   
2677    342         0           15:44:35.307   
2680    340         0           15:44:35.319   
2684    352         0           15:44:35.331   
2689    346         0           15:44:35.331   
2692    339         0           15:44:35.349   
2696    339         0           15:44:35.361   
2701    341         0           15:44:35.361   
2705    337         0           15:44:35.380   
2708    322         0           15:44:35.391   
2712    327         0           15:44:35.391   
2717    333         0           15:44:35.409   
2720    326         0           15:44:35.421   
2723    326         0           15:44:35.421   
2728    316         0           15:44:35.439   
2733    325         0           15:44:35.451   
2736    330         0           15:44:35.451   
2741    318         0           15:44:35.469   
2744    318         0           15:44:35.482   
2749    310         0           15:44:35.482   
2755    308         0           15:44:35.499   
2757    316         0           15:44:35.511   
2761    312         0           15:44:35.511   
2766    300         0           15:44:35.530   
2769    308         0           15:44:35.541   
2774    309         0           15:44:35.541   
2779    305         0           15:44:35.560   
2783    295         0           15:44:35.572   
2787    302         0           15:44:35.572   
2793    295         0           15:44:35.596   
2796    292         0           15:44:35.596   
2800    290         0           15:44:35.608   
2805    293         0           15:44:35.620   
2809    285         0           15:44:35.632   
2813    279         0           15:44:35.632   
2817    274         0           15:44:35.650   
2822    274         0           15:44:35.662   
2825    271         0           15:44:35.662   
2830    279         0           15:44:35.686   
2834    271         0           15:44:35.686   
2839    271         0           15:44:35.699   
2843    265         0           15:44:35.710   
2848    270         0           15:44:35.722   
2852    261         0           15:44:35.722   
2856    266         0           15:44:35.740   
2860    261         0           15:44:35.752   
2865    260         0           15:44:35.752   
2870    264         0           15:44:35.770   
2874    257         0           15:44:35.788   
2878    258         0           15:44:35.788   
2883    245         0           15:44:35.800   
2888    244         0           15:44:35.812   
2893    247         0           15:44:35.812   
2896    251         0           15:44:35.830   
2901    248         0           15:44:35.842   
2905    237         0           15:44:35.842   
2909    248         0           15:44:35.860   
2914    239         0           15:44:35.878   
2919    235         0           15:44:35.878   
2922    236         0           15:44:35.890   
2928    234         0           15:44:35.902   
2931    233         0           15:44:35.902   
2935    225         0           15:44:35.920   
2940    231         0           15:44:35.932   
2944    227         0           15:44:35.932   
2949    223         0           15:44:35.950   
2951    222         0           15:44:35.968   
2958    213         0           15:44:35.968   
2962    229         0           15:44:35.980   
2966    226         0           15:44:35.992   
2970    221         0           15:44:35.992   
2973    216         0           15:44:36.7     
2980    221         0           15:44:36.19    
2984    207         0           15:44:36.31    
2988    208         0           15:44:36.42    
2993    206         0           15:44:36.42    
2997    204         0           15:44:36.67    
3000    204         0           15:44:36.67    
3004    202         0           15:44:36.79    
3009    198         0           15:44:36.91    
3014    206         0           15:44:36.103   
3018    199         0           15:44:36.103   
3023    199         0           15:44:36.121   
3027    203         0           15:44:36.133   
3032    199         0           15:44:36.133   
3037    193         0           15:44:36.157   
3041    193         0           15:44:36.157   
3046    189         0           15:44:36.169   
3050    193         0           15:44:36.181   
3054    193         0           15:44:36.193   
3058    186         0           15:44:36.193   
3063    183         0           15:44:36.212   
3067    183         0           15:44:36.223   
3072    183         0           15:44:36.223   
3077    180         0           15:44:36.241   
3081    179         0           15:44:36.259   
3085    181         0           15:44:36.259   
3090    180         0           15:44:36.271   
3094    178         0           15:44:36.283   
3098    165         0           15:44:36.283   
3103    173         0           15:44:36.301   
3108    173         0           15:44:36.313   
3112    175         0           15:44:36.313   
3116    163         0           15:44:36.331   
3121    162         0           15:44:36.349   
3125    165         0           15:44:36.349   
3129    160         0           15:44:36.360   
3135    163         0           15:44:36.372   
3139    170         0           15:44:36.373   
3143    159         0           15:44:36.391   
3147    161         0           15:44:36.402   
3153    169         0           15:44:36.402   
3157    153         0           15:44:36.420   
3162    150         0           15:44:36.432   
3167    158         0           15:44:36.432   
3171    163         0           15:44:36.450   
3176    153         0           15:44:36.462   
3180    158         0           15:44:36.462   
3184    148         0           15:44:36.480   
3190    150         0           15:44:36.492   
3194    148         0           15:44:36.492   
3198    154         0           15:44:36.510   
3202    147         0           15:44:36.522   
3207    143         0           15:44:36.522   
3211    138         0           15:44:36.541   
3217    146         0           15:44:36.553   
3221    142         0           15:44:36.553   
3226    139         0           15:44:36.571   
3230    146         0           15:44:36.583   
3235    138         0           15:44:36.583   
3240    139         0           15:44:36.601   
3244    135         0           15:44:36.613   
3249    133         0           15:44:36.613   
3254    138         0           15:44:36.637   
3258    137         0           15:44:36.637   
3263    134         0           15:44:36.649   
3268    136         0           15:44:36.661   
3272    131         0           15:44:36.673   
3277    138         0           15:44:36.673   
3282    129         0           15:44:36.691   
3287    128         0           15:44:36.703   
3290    127         0           15:44:36.703   
3295    134         0           15:44:36.727   
3300    127         0           15:44:36.727   
3304    127         0           15:44:36.739   
3309    125         0           15:44:36.751   
3314    124         0           15:44:36.763   
3319    122         0           15:44:36.763   
3323    128         0           15:44:36.781   
3328    119         0           15:44:36.793   
3333    119         0           15:44:36.793   
3337    121         0           15:44:36.811   
3342    120         0           15:44:36.829   
3347    118         0           15:44:36.829   
3352    118         0           15:44:36.841   
3357    117         0           15:44:36.853   
3361    122         0           15:44:36.853   
3365    118         0           15:44:36.871   
3371    124         0           15:44:36.883   
3376    120         0           15:44:36.883   
3380    119         0           15:44:36.901   
3385    119         0           15:44:36.919   
3390    115         0           15:44:36.919   
3393    115         0           15:44:36.931   
3398    117         0           15:44:36.943   
3403    120         0           15:44:36.943   
3408    115         0           15:44:36.961   
3412    115         0           15:44:36.973   
3417    117         0           15:44:36.973   
3421    115         0           15:44:36.991   
3427    115         0           15:44:37.9     
3431    115         0           15:44:37.9     
3436    113         0           15:44:37.21    
3442    114         0           15:44:37.33    
3446    113         0           15:44:37.33    
3451    115         0           15:44:37.51    
3456    114         0           15:44:37.63    
3460    112         0           15:44:37.63    
3465    113         0           15:44:37.81    
3470    112         0           15:44:37.99    
3474    111         0           15:44:37.99    
3479    113         0           15:44:37.111   
3484    111         0           15:44:37.123   
3488    112         0           15:44:37.123   
3493    110         0           15:44:37.141   
3497    111         0           15:44:37.141   
3502    110         0           15:44:37.159   
3508    109         0           15:44:37.171   
3512    109         0           15:44:37.183   
3517    109         0           15:44:37.183   
3521    109         0           15:44:37.201   
3526    110         0           15:44:37.213   
3531    107         0           15:44:37.213   
3535    107         0           15:44:37.231   
3540    109         0           15:44:37.243   
3545    110         0           15:44:37.243   
3550    104         0           15:44:37.261   
3554    104         0           15:44:37.273   
3559    107         0           15:44:37.274   
3564    107         0           15:44:37.297   
3569    105         0           15:44:37.297   
3574    107         0           15:44:37.309   
3578    104         0           15:44:37.321   
3584    107         0           15:44:37.333   
3587    106         0           15:44:37.333   
3593    106         0           15:44:37.351   
3597    102         0           15:44:37.363   
3601    105         0           15:44:37.363   
3607    103         0           15:44:37.387   
3611    104         0           15:44:37.387   
3616    103         0           15:44:37.399   
3621    106         0           15:44:37.411   
3626    104         0           15:44:37.423   
3630    107         0           15:44:37.423   
3634    105         0           15:44:37.441   
3640    105         0           15:44:37.453   
3644    104         0           15:44:37.453   
3649    105         0           15:44:37.477   
3654    103         0           15:44:37.477   
3658    106         0           15:44:37.489   
3664    105         0           15:44:37.498   
3668    107         0           15:44:37.510   
3673    105         0           15:44:37.522   
3678    104         0           15:44:37.522   
3682    105         0           15:44:37.540   
3686    101         0           15:44:37.552   
3692    104         0           15:44:37.552   
3696    105         0           15:44:37.576   
3701    103         0           15:44:37.576   
3706    107         0           15:44:37.588   
3710    102         0           15:44:37.600   
3715    107         0           15:44:37.612   
3720    104         0           15:44:37.612   
3725    101         0           15:44:37.630   
3730    107         0           15:44:37.642   
3734    100         0           15:44:37.642   
3739    99          0           15:44:37.666   
3744    102         0           15:44:37.666   
3748    104         0           15:44:37.678   
3753    105         0           15:44:37.690   
3758    104         0           15:44:37.702   
3763    105         0           15:44:37.702   
3767    104         0           15:44:37.720   
3772    106         0           15:44:37.732   
3777    105         0           15:44:37.732   
3782    105         0           15:44:37.750   
3787    105         0           15:44:37.768   
3791    104         0           15:44:37.768   
3795    102         0           15:44:37.780   
3800    104         0           15:44:37.795   
3805    104         0           15:44:37.795   
3810    105         0           15:44:37.807   
3814    107         0           15:44:37.819   
3819    106         0           15:44:37.831   
3825    102         0           15:44:37.843   
3828    103         0           15:44:37.843   
3834    105         0           15:44:37.861   
3838    104         0           15:44:37.873   
3843    101         0           15:44:37.873   
3848    104         0           15:44:37.891   
3852    106         0           15:44:37.903   
3857    103         0           15:44:37.903   
3862    107         0           15:44:37.921   
3867    105         0           15:44:37.933   
3870    105         0           15:44:37.933   
3876    103         0           15:44:37.957   
3880    111         0           15:44:37.957   
3884    107         0           15:44:37.969   
3889    109         0           15:44:37.981   
3893    109         0           15:44:37.993   
3898    107         0           15:44:37.993   
3903    109         0           15:44:38.11    
3907    111         0           15:44:38.23    
3912    108         0           15:44:38.23    
3916    109         0           15:44:38.47    
3921    110         0           15:44:38.47    
3926    111         0           15:44:38.59    
3930    110         0           15:44:38.71    
3934    109         0           15:44:38.83    
3939    109         0           15:44:38.83    
3944    107         0           15:44:38.101   
3948    109         0           15:44:38.113   
3954    108         0           15:44:38.113   
3958    107         0           15:44:38.137   
3963    107         0           15:44:38.137   
3967    104         0           15:44:38.149   
3972    101         0           15:44:38.161   
3977    104         0           15:44:38.173   
3982    105         0           15:44:38.173   
3986    101         0           15:44:38.191   
3991    101         0           15:44:38.203   
3994    102         0           15:44:38.203   
4000    99          0           15:44:38.221   
4004    98          0           15:44:38.239   
4009    92          0           15:44:38.239   
4015    92          0           15:44:38.251   
4019    92          0           15:44:38.263   
4025    92          0           15:44:38.263   
4028    87          0           15:44:38.281   
4033    83          0           15:44:38.293   
4037    82          0           15:44:38.293   
4043    80          0           15:44:38.311   
4048    84          0           15:44:38.329   
4052    80          0           15:44:38.329   
4057    79          0           15:44:38.341   
4062    81          0           15:44:38.353   
4067    79          0           15:44:38.353   
4072    78          0           15:44:38.371   
4075    83          0           15:44:38.383   
4081    82          0           15:44:38.383   
4085    79          0           15:44:38.401   
4089    82          0           15:44:38.413   
4094    86          0           15:44:38.413   
4099    89          0           15:44:38.431   
4103    90          0           15:44:38.443   
4108    97          0           15:44:38.443   
4112    100         0           15:44:38.461   
4117    104         0           15:44:38.473   
4120    109         0           15:44:38.473   
4125    109         0           15:44:38.491   
4130    114         0           15:44:38.503   
4133    118         0           15:44:38.503   
4138    122         0           15:44:38.521   
4142    123         0           15:44:38.533   
4146    129         0           15:44:38.533   
4150    137         0           15:44:38.551   
4155    136         0           15:44:38.563   
4159    136         0           15:44:38.563   
4162    141         0           15:44:38.581   
4168    142         0           15:44:38.593   
4173    149         0           15:44:38.593   
4177    152         0           15:44:38.617   
4181    150         0           15:44:38.617   
4184    150         0           15:44:38.629   
4191    156         0           15:44:38.641   
4195    150         0           15:44:38.641   
4200    160         0           15:44:38.659   
4203    159         0           15:44:38.671   
4208    173         0           15:44:38.683   
4212    177         0           15:44:38.683   
4217    188         0           15:44:38.708   
4220    197         0           15:44:38.708   
4227    205         0           15:44:38.719   
4230    223         0           15:44:38.731   
4236    209         0           15:44:38.743   
4241    219         0           15:44:38.743   
4247    212         0           15:44:38.761   
4252    203         0           15:44:38.773   
4255    202         0           15:44:38.773   
4260    195         0           15:44:38.791   
4264    185         0           15:44:38.809   
4266    179         0           15:44:38.809   
4271    173         0           15:44:38.821   
4276    166         0           15:44:38.833   
4279    163         0           15:44:38.833   
4282    148         0           15:44:38.851   
4285    140         0           15:44:38.863   
4289    131         0           15:44:38.863   
4294    130         0           15:44:38.881   
4298    124         0           15:44:38.899   
4302    120         0           15:44:38.899   
4306    121         0           15:44:38.911   
4310    115         0           15:44:38.923   
4314    115         0           15:44:38.923   
4319    113         0           15:44:38.941   
4324    107         0           15:44:38.953   
4328    108         0           15:44:38.953   
4332    109         0           15:44:38.971   
4337    106         0           15:44:38.989   
4342    107         0           15:44:38.989   
4346    112         0           15:44:39.1     
4350    109         0           15:44:39.13    
4355    111         0           15:44:39.13    
4359    114         0           15:44:39.31    
4363    112         0           15:44:39.43    
4367    122         0           15:44:39.43    
4371    125         0           15:44:39.61    
4375    122         0           15:44:39.73    
4379    129         0           15:44:39.73    
4382    134         0           15:44:39.91    
4386    134         0           15:44:39.103   
4389    146         0           15:44:39.103   
4393    147         0           15:44:39.121   
4398    165         0           15:44:39.133   
4401    167         0           15:44:39.133   
4407    174         0           15:44:39.151   
4412    180         0           15:44:39.163   
4415    187         0           15:44:39.163   
4419    206         0           15:44:39.187   
4423    209         0           15:44:39.187   
4429    213         0           15:44:39.199   
4434    216         0           15:44:39.211   
4439    221         0           15:44:39.223   
4442    236         0           15:44:39.223   
4446    235         0           15:44:39.241   
4451    241         0           15:44:39.253   
4455    238         0           15:44:39.253   
4459    234         0           15:44:39.277   
4463    233         0           15:44:39.277   
4467    231         0           15:44:39.289   
4472    213         0           15:44:39.301   
4475    221         0           15:44:39.313   
4478    200         0           15:44:39.313   
4482    201         0           15:44:39.331   
4486    188         0           15:44:39.343   
4491    177         0           15:44:39.343   
4493    167         0           15:44:39.361   
4497    159         0           15:44:39.379   
4500    143         0           15:44:39.379   
4505    142         0           15:44:39.391   
4506    128         0           15:44:39.400   
4510    125         0           15:44:39.412   
4514    113         0           15:44:39.412   
4518    107         0           15:44:39.430   
4521    95          0           15:44:39.442   
4525    92          0           15:44:39.442   
4530    84          0           15:44:39.466   
4536    85          0           15:44:39.466   
4540    79          0           15:44:39.478   
4545    78          0           15:44:39.490   
4550    77          0           15:44:39.502   
4555    74          0           15:44:39.502   
4559    77          0           15:44:39.520   
4563    76          0           15:44:39.532   
4567    77          0           15:44:39.532   
4571    75          0           15:44:39.550   
4575    82          0           15:44:39.568   
4578    79          0           15:44:39.568   
4583    82          0           15:44:39.580   
4586    84          0           15:44:39.595   
4590    84          0           15:44:39.595   
4593    91          0           15:44:39.607   
4597    95          0           15:44:39.619   
4601    99          0           15:44:39.631   
4604    103         0           15:44:39.643   
4607    107         0           15:44:39.643   
4611    110         0           15:44:39.661   
4615    110         0           15:44:39.673   
4618    113         0           15:44:39.673   
4621    119         0           15:44:39.691   
4624    115         0           15:44:39.703   
4628    120         0           15:44:39.703   
4631    124         0           15:44:39.721   
4636    118         0           15:44:39.733   
4638    118         0           15:44:39.733   
4643    125         0           15:44:39.757   
4646    125         0           15:44:39.757   
4649    125         0           15:44:39.769   
4653    127         0           15:44:39.781   
4658    125         0           15:44:39.793   
4661    127         0           15:44:39.793   
4665    122         0           15:44:39.811   
4668    121         0           15:44:39.823   
4673    124         0           15:44:39.823   
4676    117         0           15:44:39.847   
4680    117         0           15:44:39.847   
4683    111         0           15:44:39.859   
4688    107         0           15:44:39.871   
4691    105         0           15:44:39.883   
4695    97          0           15:44:39.883   
4699    89          0           15:44:39.901   
4703    83          0           15:44:39.913   
4707    74          0           15:44:39.913   
4713    72          0           15:44:39.931   
4717    71          0           15:44:39.949   
4722    71          0           15:44:39.949   
4727    71          0           15:44:39.961   
4731    70          0           15:44:39.973   
4736    69          0           15:44:39.973   
4741    70          0           15:44:39.991   
4746    69          0           15:44:40.3     
4751    69          0           15:44:40.3     
4755    69          0           15:44:40.21    
4758    70          0           15:44:40.39    
4762    69          0           15:44:40.39    
4766    69          0           15:44:40.51    
4770    70          0           15:44:40.63    
4774    71          0           15:44:40.63    
4777    72          0           15:44:40.81    
4779    72          0           15:44:40.93    
4783    75          0           15:44:40.93    
4784    76          0           15:44:40.111   
4789    86          0           15:44:40.129   
4790    86          0           15:44:40.129   
4793    95          0           15:44:40.141   
4793    95          0           15:44:40.153   
4798    97          0           15:44:40.153   
4800    103         0           15:44:40.171   
4803    105         0           15:44:40.183   
4806    105         0           15:44:40.183   
4812    107         0           15:44:40.201   
4814    103         0           15:44:40.213   
4818    102         0           15:44:40.213   
4822    108         0           15:44:40.231   
4824    108         0           15:44:40.243   
4829    107         0           15:44:40.243   
4832    105         0           15:44:40.261   
4835    105         0           15:44:40.273   
4840    102         0           15:44:40.273   
4843    101         0           15:44:40.291   
4846    105         0           15:44:40.303   
4849    103         0           15:44:40.303   
4854    98          0           15:44:40.321   
4857    99          0           15:44:40.333   
4861    102         0           15:44:40.333   
4864    97          0           15:44:40.351   
4868    99          0           15:44:40.363   
4872    100         0           15:44:40.363   
4874    97          0           15:44:40.381   
4878    99          0           15:44:40.392   
4882    93          0           15:44:40.392   
4886    92          0           15:44:40.410   
4889    99          0           15:44:40.422   
4893    98          0           15:44:40.422   
4895    95          0           15:44:40.441   
4899    94          0           15:44:40.453   
4904    90          0           15:44:40.453   
4907    87          0           15:44:40.471   
4910    91          0           15:44:40.483   
4913    87          0           15:44:40.483   
4917    87          0           15:44:40.507   
4920    89          0           15:44:40.507   
4924    89          0           15:44:40.518   
4928    88          0           15:44:40.530   
4931    88          0           15:44:40.542   
4935    87          0           15:44:40.542   
4938    85          0           15:44:40.561   
4942    85          0           15:44:40.572   
4946    83          0           15:44:40.573   
4949    84          0           15:44:40.596   
4952    79          0           15:44:40.596   
4957    81          0           15:44:40.609   
4960    81          0           15:44:40.620   
4964    80          0           15:44:40.632   
4964    79          0           15:44:40.632   
4969    76          0           15:44:40.650   
4973    76          0           15:44:40.663   
4976    75          0           15:44:40.663   
4979    76          0           15:44:40.681   
4981    76          0           15:44:40.698   
4985    73          0           15:44:40.698   
4988    74          0           15:44:40.710   
4992    75          0           15:44:40.722   
4997    74          0           15:44:40.722   
4999    72          0           15:44:40.740   
5003    72          0           15:44:40.752   
5006    71          0           15:44:40.752   
5010    72          0           15:44:40.770   
5014    72          0           15:44:40.789   
5018    71          0           15:44:40.789   
5019    71          0           15:44:40.800   
5025    71          0           15:44:40.812   
5028    71          0           15:44:40.812   
5031    71          0           15:44:40.830   
5035    70          0           15:44:40.843   
5039    71          0           15:44:40.843   
5042    70          0           15:44:40.861   
5047    70          0           15:44:40.879   
5050    71          0           15:44:40.879   
5053    70          0           15:44:40.891   
5057    70          0           15:44:40.891   
5061    69          0           15:44:40.909   
5064    69          0           15:44:40.921   
5068    69          0           15:44:40.933   
5072    69          0           15:44:40.933   
5075    69          0           15:44:40.951   
5078    69          0           15:44:40.969   
5082    69          0           15:44:40.969   
5086    69          0           15:44:40.981   
5089    69          0           15:44:40.996   
5093    69          0           15:44:40.996   
5096    69          0           15:44:41.8     
5100    68          0           15:44:41.20    
5105    69          0           15:44:41.32    
5108    68          0           15:44:41.32    
5111    68          0           15:44:41.50    
5113    68          0           15:44:41.68    
5118    68          0           15:44:41.68    
5122    67          0           15:44:41.80    
5126    67          0           15:44:41.92    
5130    67          0           15:44:41.92    
5131    66          0           15:44:41.110   
5137    67          0           15:44:41.122   
5140    67          0           15:44:41.122   
5143    67          0           15:44:41.140   
5148    66          0           15:44:41.158   
5151    67          0           15:44:41.158   
5155    67          0           15:44:41.170   
5158    67          0           15:44:41.182   
5161    67          0           15:44:41.182   
5166    66          0           15:44:41.200   
5168    66          0           15:44:41.212   
5172    66          0           15:44:41.212   
5175    66          0           15:44:41.230   
5179    65          0           15:44:41.242   
5185    66          0           15:44:41.242   
5189    66          0           15:44:41.260   
5192    66          0           15:44:41.272   
5196    66          0           15:44:41.272   
5199    64          0           15:44:41.290   
5203    64          0           15:44:41.302   
5207    64          0           15:44:41.302   
5212    66          0           15:44:41.320   
5213    64          0           15:44:41.332   
5218    64          0           15:44:41.332   
5222    64          0           15:44:41.356   
5227    64          0           15:44:41.356   
5229    64          0           15:44:41.368   
5233    64          0           15:44:41.380   
5236    62          0           15:44:41.392   
5241    52          0           15:44:41.392   
5245    61          0           15:44:41.407   
5252    63          0           15:44:41.419   
5256    49          0           15:44:41.431   
5257    63          0           15:44:41.449   
5263    42          0           15:44:41.449   
5269    56          0           15:44:41.461   
5270    42          0           15:44:41.473   
5272    42          0           15:44:41.473   
5274    40          0           15:44:41.491   
5278    44          0           15:44:41.503   
5283    40          0           15:44:41.503   
5291    41          0           15:44:41.521   
5293    41          0           15:44:41.539   
5296    37          0           15:44:41.539   
5302    42          0           15:44:41.551   
5303    310         0           15:44:41.551   
5306    310         0           15:44:41.569   
5312    59          0           15:44:41.581   
5317    310         0           15:44:41.581   
5319    310         0           15:44:41.599   
5321    310         0           15:44:41.611   
5323    45          0           15:44:41.611   
18000   18000       0           15:44:41.635   
5327    310         0           15:44:41.635   
5336    310         0           15:44:41.647   
18000   18000       0           15:44:41.659   
18000   18000       0           15:44:41.671   
18000   18000       0           15:44:41.671   
18000   18000       0           15:44:41.689   
18000   18000       0           15:44:41.701   
18000   18000       0           15:44:41.701   
18000   18000       0           15:44:41.725   
18000   18000       0           15:44:41.725   
18000   18000       0           15:44:41.737   
18000   18000       0           15:44:41.749   
18000   18000       0           15:44:41.749   
18000   18000       0           15:44:41.767   
18000   18000       0           15:44:41.779   
18000   18000       0           15:44:41.791   
18000   18000       0           15:44:41.791   
18000   18000       0           15:44:41.809   
18000   18000       0           15:44:41.827   
18000   18000       0           15:44:41.827   
18000   18000       0           15:44:41.839   
18000   18000       0           15:44:41.839   
18000   18000       0           15:44:41.857   
18000   18000       0           15:44:41.869   
18000   18000       0           15:44:41.881   
18000   18000       0           15:44:41.881   
18000   18000       0           15:44:41.899   
18000   18000       0           15:44:41.899   
18000   18000       0           15:44:41.917   
